State,Museum or Federal Agency,MNI,AFO,CA,CUI,Geographic Area,County
AK,Univ. of Alaska Museum of the North,1,11,N/A,1,Alaska,
AK,Univ. of Alaska Museum of the North,1,0,N/A,1,Alaska,
MI,Univ. of Michigan Museum of Anthropology,1,0,N/A,1,Alaska,
CA,Santa Barbara Museum of Natural History,1,0,N/A,1,Alaska,
NY,American Museum of Natural History,2,0,N/A,1,Alaska,
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,Alaska,
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,Alaska,
MO,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,N/A,1,Alaska,
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,Alaska,
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",5,1,N/A,1,Alaska,
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,1,N/A,1,Alaska,
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,Alaska,
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,Alaska,
AK,"U.S. Dept. of Interior, BLM, Alaska State Office",1,0,1,N/A,Alaska,
OR,Univ. of Oregon Museum of Natural and Cultural History,6,56,1,N/A,Alaska,
AK,State of Alaska Medical Examiner Office,4,0,N/A,1,Alaska,
AK,State of Alaska Medical Examiner Office,1,0,N/A,1,Alaska,
AK,State of Alaska Medical Examiner Office,1,0,N/A,1,Alaska,
AK,State of Alaska Medical Examiner Office,1,0,N/A,1,Alaska,
AK,State of Alaska Medical Examiner Office,1,0,N/A,1,Alaska,
AK,State of Alaska Medical Examiner Office,1,0,N/A,1,Alaska,
AK,State of Alaska Medical Examiner Office,1,0,N/A,1,Alaska,
AK,State of Alaska Medical Examiner Office,1,0,N/A,1,Alaska,
AK,State of Alaska Medical Examiner Office,1,0,N/A,1,Alaska,
AK,State of Alaska Medical Examiner Office,1,0,N/A,1,Alaska,
TX,"Texas A and M Univ., Dept. of Anthropology",4,0,N/A,1,Alaska or Texas,
NM,"Museum of New Mexico, Museum of Indian Arts and Culture",1,0,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,155,0,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,36,13,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,24,0,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,5,3,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,3,0,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,30,61,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,2,11,N/A,1,Arizona,Apache
CT,"Yale Univ., Peabody Museum of Natural History",1,0,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",11,0,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",6,63,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",29,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",4,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,3,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",4,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",5,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,1,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,154,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,43,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,295,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,2,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,0,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,90,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,401,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",1,100,N/A,1,Arizona,Apache
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",4,117,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Apache
MN,"Univ. of Minnesota, Duluth, Dept. of Pathology",2,0,N/A,1,Arizona,Apache
NY,Brooklyn Museum,1,0,N/A,1,Arizona,Apache
CA,Natural History Museum of Los Angeles County,1,0,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",5,0,1,N/A,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",1,0,N/A,1,Arizona,Apache
AZ,"U.S. Dept. of Agriculture, FS, Apache-Sitgreaves NF",1,3,N/A,1,Arizona,Apache
AZ,"U.S. Dept. of Agriculture, FS, Apache-Sitgreaves NF",1,2,N/A,1,Arizona,Apache
AZ,"U.S. Dept. of Agriculture, FS, Apache-Sitgreaves NF",1,2,N/A,1,Arizona,Apache
TX,"Baylor Univ., Mayborn Museum Complex",2,11,N/A,1,Arizona,Apache
AZ,"U.S. Dept. of Agriculture, FS, Apache-Sitgreaves NF",1,0,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,1,0,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,1,0,N/A,1,Arizona,Apache
IL,Field Museum of Natural History,2,0,N/A,1,Arizona,Apache
NM,"Museum of New Mexico, Museum of Indian Arts and Culture",4,5,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",1,0,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",7,81,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",5,8,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",1,2,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",1,10,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",2,4,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",9,0,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",6,200,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",1,0,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",4,2,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",1,0,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",4,1,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",2,1,N/A,1,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",1,3,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",3,0,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",2,0,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",2,0,1,N/A,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",11,302,1,N/A,Arizona,Apache
AZ,Arizona State Parks,2,0,1,N/A,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",2,22,1,N/A,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",4,0,1,N/A,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",5,11,1,N/A,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",2,0,1,N/A,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",2,0,1,N/A,Arizona,Apache
IL,Field Museum of Natural History,8,1,N/A,1,Arizona,Apache
AZ,"Univ. of Arizona, Arizona State Museum",8,1,1,N/A,Arizona,Apache
DC,"U.S. Dept. of Interior, BIA",2,0,N/A,1,Arizona,Chambers
NH,"Hood Museum of Art, Dartmouth College",2,42,N/A,1,Arizona,Cochise
TX,"Univ. of Texas, El Paso, Centennial Museum",2,1,N/A,1,Arizona,Cochise
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Cochise
DC,"U.S. Dept. of Interior, BIA",6,4,N/A,1,Arizona,Cochise
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Cochise
NY,American Museum of Natural History,1,0,N/A,1,Arizona,Cochise
CA,Natural History Museum of Los Angeles County,2,0,N/A,1,Arizona,Cochise
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Cochise
AZ,"Univ. of Arizona, Arizona State Museum",2,0,N/A,1,Arizona,Cochise
CA,Bowers Museum of Cultural Art,2,2,1,N/A,Arizona,Cochise
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Cochise
AZ,"Univ. of Arizona, Arizona State Museum",1,8,1,N/A,Arizona,Cochise
AZ,"U.S. Dept. of Agriculture, FS, Coronado NF",1,0,N/A,1,Arizona,Cochise
NH,"Hood Museum of Art, Dartmouth College",1,0,N/A,1,Arizona,Coconino
NM,"Museum of New Mexico, Museum of Indian Arts and Culture",1,0,N/A,1,Arizona,Coconino
NM,"Univ. of New Mexico, Maxwell Museum of Anthropology",1,3,N/A,1,Arizona,Coconino
AZ,Museum of Northern Arizona,1,0,N/A,1,Arizona,Coconino
AZ,Museum of Northern Arizona,1,0,N/A,1,Arizona,Coconino
AZ,Museum of Northern Arizona,1,0,N/A,1,Arizona,Coconino
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Coconino
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,Arizona,Coconino
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",6,0,N/A,1,Arizona,Coconino
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Coconino
AZ,"U.S. Dept. of Agriculture, FS, Coconino NF",2,0,N/A,1,Arizona,Coconino
MD,"U.S. Dept. of Defense, Defense Health Agency, National Museum of Health and Medicine",1,0,N/A,1,Arizona,Coconino
AZ,"Univ. of Arizona, Arizona State Museum",2,0,N/A,1,Arizona,Coconino
DC,"U.S. Dept. of Interior, BIA",1,0,N/A,1,Arizona,Coconino
DC,"U.S. Dept. of Interior, BIA",1,0,N/A,1,Arizona,Coconino
AZ,"U.S. Dept. of Agriculture, FS, Coconino NF",1,3,1,N/A,Arizona,Coconino
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Coconino
AZ,"Univ. of Arizona, Arizona State Museum",2,1,N/A,1,Arizona,Coconino
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Coconino
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Coconino
MI,Grand Rapids Public Museum (formerly Public Museum of West Michigan),1,1,N/A,1,Arizona,Coconino
PA,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,N/A,1,Arizona,Gila
CA,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",2,0,N/A,1,Arizona,Gila
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",45,0,N/A,1,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",1,0,N/A,1,Arizona,Gila
NY,American Museum of Natural History,1,0,N/A,1,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",2,0,N/A,1,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",1,0,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",2,0,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",1,56,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",1,44,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",1,0,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",3,0,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",3,0,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",1,0,1,N/A,Arizona,Gila
DC,"U.S. Dept. of Interior, BIA",1,1,N/A,1,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",4,9,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",31,0,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",48,16,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",13,7,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",1,16,N/A,1,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",11,61,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",1,0,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",1,1,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",1,19,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",24,0,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",1,0,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",2,0,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Tonto NF",31,83,1,N/A,Arizona,Gila
AZ,Arizona State Parks,1,2,1,N/A,Arizona,Gila
AZ,"U.S. Dept. of Agriculture, FS, Prescott NF",5,0,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",6,23,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",1,0,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",1,0,1,N/A,Arizona,Gila
AZ,Arizona Museum of Natural History,1,1,1,N/A,Arizona,Gila
AZ,"Univ. of Arizona, Arizona State Museum",18,42,N/A,1,Arizona,Graham
AZ,"U.S. Dept. of Agriculture, FS, Coronado NF",1,2,N/A,1,Arizona,Graham
CA,Natural History Museum of Los Angeles County,1,1,N/A,1,Arizona,Graham
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",24,30,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",1,7,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",2,1,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",2,1,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",2,2,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",215,817,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",6,4,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",34,704,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",37,15,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",338,1270,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",5,5,N/A,1,Arizona,Graham
DC,"U.S. Dept. of Interior, BIA",10,8,N/A,1,Arizona,Graham
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Greenlee
AZ,"Univ. of Arizona, Arizona State Museum",1,0,1,N/A,Arizona,Greenlee
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,La Paz
NY,American Museum of Natural History,4,0,N/A,1,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",3,0,N/A,1,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Maricopa
CA,Santa Barbara Museum of Natural History,1,1,N/A,1,Arizona,Maricopa
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",4,0,N/A,1,Arizona,Maricopa
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,N/A,1,Arizona,Maricopa
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,12,N/A,1,Arizona,Maricopa
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",137,2997,N/A,1,Arizona,Maricopa
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Maricopa
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Maricopa
TX,"Sul Ross State Univ., Museum of the Big Bend",1,3,N/A,1,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,45,1,N/A,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",2,0,1,N/A,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",2,0,N/A,1,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,5,N/A,1,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Maricopa
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,1,N/A,1,Arizona,Maricopa
MA,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,N/A,1,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",1,0,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",1,0,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",2,9,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",10,0,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",1,0,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",2,13,1,N/A,Arizona,Maricopa
DC,"U.S. Dept. of Interior, BIA",14,9,N/A,1,Arizona,Maricopa
DC,"U.S. Dept. of Interior, BIA",1,0,N/A,1,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",9,11,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",336,299,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",170,323,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",75,87,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",1,0,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",108,474,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",3,0,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",17,48,1,N/A,Arizona,Maricopa
AZ,"Arizona State Univ., School of Human Evolution and Social Change",50,98,1,N/A,Arizona,Maricopa
AZ,Phoenix Museum of History,1,0,1,N/A,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",5,0,1,N/A,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",26,0,1,N/A,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,0,1,N/A,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,0,1,N/A,Arizona,Maricopa
AZ,"Univ. of Arizona, Arizona State Museum",1,0,N/A,1,Arizona,Maricopa
