title,type,agency_names,abstract,document_number,html_url,pdf_url,publication_date
"Notice of Inventory Completion: U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC",Notice,Interior Department; National Park Service,"The U.S. Department of the Interior, Bureau of Indian Affairs, has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Bureau of Indian Affairs. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-24233,https://www.federalregister.gov/documents/2017/11/08/2017-24233/notice-of-inventory-completion-us-department-of-the-interior-bureau-of-indian-affairs-washington-dc,https://www.govinfo.gov/content/pkg/FR-2017-11-08/pdf/2017-24233.pdf,11/08/2017
"Notice of Inventory Completion: Sam Noble Oklahoma Museum of Natural History, Norman, OK",Notice,Interior Department; National Park Service,"The Sam Noble Oklahoma Museum of Natural History (Museum) at the University of Oklahoma has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Museum. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-23794,https://www.federalregister.gov/documents/2017/11/01/2017-23794/notice-of-inventory-completion-sam-noble-oklahoma-museum-of-natural-history-norman-ok,https://www.govinfo.gov/content/pkg/FR-2017-11-01/pdf/2017-23794.pdf,11/01/2017
"Notice of Inventory Completion: Human Remains Repository, Department of Anthropology, University of Wyoming, Laramie, WY",Notice,Interior Department; National Park Service,"The Human Remains Repository, Department of Anthropology, University of Wyoming, has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Human Remains Repository, Department of Anthropology, University of Wyoming. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-23793,https://www.federalregister.gov/documents/2017/11/01/2017-23793/notice-of-inventory-completion-human-remains-repository-department-of-anthropology-university-of,https://www.govinfo.gov/content/pkg/FR-2017-11-01/pdf/2017-23793.pdf,11/01/2017
"Notice of Inventory Completion: Wisconsin Historical Society, Madison, WI",Notice,Interior Department; National Park Service,"The Wisconsin Historical Society has completed an inventory of human remains in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Wisconsin Historical Society. If no additional requestors come forward, transfer of control of the human remains to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22432,https://www.federalregister.gov/documents/2017/10/17/2017-22432/notice-of-inventory-completion-wisconsin-historical-society-madison-wi,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22432.pdf,10/17/2017
"Notice of Inventory Completion: U.S. Department of Defense, Defense Health Agency, National Museum of Health and Medicine, Silver Spring, MD",Notice,Interior Department; National Park Service,"The U.S. Department of Defense, Defense Health Agency, National Museum of Health and Medicine, has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the National Museum of Health and Medicine. If no additional requestors come forward, transfer of control of the human remains to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22435,https://www.federalregister.gov/documents/2017/10/17/2017-22435/notice-of-inventory-completion-us-department-of-defense-defense-health-agency-national-museum-of,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22435.pdf,10/17/2017
"Notice of Inventory Completion: Wisconsin Historical Society, Madison, WI",Notice,Interior Department; National Park Service,"The Wisconsin Historical Society has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Wisconsin Historical Society. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-22430,https://www.federalregister.gov/documents/2017/10/17/2017-22430/notice-of-inventory-completion-wisconsin-historical-society-madison-wi,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22430.pdf,10/17/2017
"Notice of Inventory Completion: Wisconsin Historical Society, Madison, WI",Notice,Interior Department; National Park Service,"The Wisconsin Historical Society has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Wisconsin Historical Society. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22433,https://www.federalregister.gov/documents/2017/10/17/2017-22433/notice-of-inventory-completion-wisconsin-historical-society-madison-wi,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22433.pdf,10/17/2017
"Notice of Inventory Completion: Wisconsin Historical Society, Madison, WI",Notice,Interior Department; National Park Service,"The Wisconsin Historical Society has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary object and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary object should submit a written request to the Wisconsin Historical Society. If no additional requestors come forward, transfer of control of the human remains and associated funerary object to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22425,https://www.federalregister.gov/documents/2017/10/17/2017-22425/notice-of-inventory-completion-wisconsin-historical-society-madison-wi,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22425.pdf,10/17/2017
"Notice of Inventory Completion: Wisconsin Historical Society, Madison, WI",Notice,Interior Department; National Park Service,"The Wisconsin Historical Society has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Wisconsin Historical Society. If no additional requestors come forward, transfer of control of the human remains to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22427,https://www.federalregister.gov/documents/2017/10/17/2017-22427/notice-of-inventory-completion-wisconsin-historical-society-madison-wi,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22427.pdf,10/17/2017
"Notice of Inventory Completion: Wisconsin Historical Society, Madison, WI",Notice,Interior Department; National Park Service,"The Wisconsin Historical Society (WHS) has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present- day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Wisconsin Historical Society. If no additional requestors come forward, transfer of control of the human remains to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22426,https://www.federalregister.gov/documents/2017/10/17/2017-22426/notice-of-inventory-completion-wisconsin-historical-society-madison-wi,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22426.pdf,10/17/2017
"Notice of Inventory Completion: Wisconsin Historical Society, Madison, WI",Notice,Interior Department; National Park Service,"The Wisconsin Historical Society has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Wisconsin Historical Society. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22431,https://www.federalregister.gov/documents/2017/10/17/2017-22431/notice-of-inventory-completion-wisconsin-historical-society-madison-wi,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22431.pdf,10/17/2017
"Notice of Inventory Completion: U.S. Department of Defense, Defense Health Agency, National Museum of Health and Medicine, Silver Spring, MD",Notice,Interior Department; National Park Service,"The U.S. Department of Defense, Defense Health Agency, National Museum of Health and Medicine, has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the National Museum of Health and Medicine. If no additional requestors come forward, transfer of control of the human remains to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22434,https://www.federalregister.gov/documents/2017/10/17/2017-22434/notice-of-inventory-completion-us-department-of-defense-defense-health-agency-national-museum-of,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22434.pdf,10/17/2017
"Notice of Inventory Completion: Wisconsin Historical Society, Madison, WI",Notice,Interior Department; National Park Service,"The Wisconsin Historical Society has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Wisconsin Historical Society. If no additional requestors come forward, transfer of control of the human remains to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22429,https://www.federalregister.gov/documents/2017/10/17/2017-22429/notice-of-inventory-completion-wisconsin-historical-society-madison-wi,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22429.pdf,10/17/2017
"Notice of Inventory Completion: Wisconsin Historical Society, Madison, WI",Notice,Interior Department; National Park Service,"The Wisconsin Historical Society has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Wisconsin Historical Society. If no additional requestors come forward, transfer of control of the human remains to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-22428,https://www.federalregister.gov/documents/2017/10/17/2017-22428/notice-of-inventory-completion-wisconsin-historical-society-madison-wi,https://www.govinfo.gov/content/pkg/FR-2017-10-17/pdf/2017-22428.pdf,10/17/2017
"Notice of Inventory Completion: University of Michigan, Ann Arbor, MI",Notice,Interior Department; National Park Service,"The University of Michigan has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Michigan. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-20382,https://www.federalregister.gov/documents/2017/09/25/2017-20382/notice-of-inventory-completion-university-of-michigan-ann-arbor-mi,https://www.govinfo.gov/content/pkg/FR-2017-09-25/pdf/2017-20382.pdf,09/25/2017
"Notice of Inventory Completion: U.S. Department of the Interior, Bureau of Reclamation, Mid-Pacific Region, Sacramento, CA",Notice,Interior Department; National Park Service,"The U.S. Department of the Interior, Bureau of Reclamation (Reclamation), Mid-Pacific Regional Office, has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to Reclamation, Mid-Pacific Regional Office. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-20299,https://www.federalregister.gov/documents/2017/09/22/2017-20299/notice-of-inventory-completion-us-department-of-the-interior-bureau-of-reclamation-mid-pacific,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20299.pdf,09/22/2017
"Notice of Inventory Completion: Kansas State University, Manhattan, KS",Notice,Interior Department; National Park Service,"Kansas State University has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice who wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Kansas State University. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-20292,https://www.federalregister.gov/documents/2017/09/22/2017-20292/notice-of-inventory-completion-kansas-state-university-manhattan-ks,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20292.pdf,09/22/2017
"Notice of Inventory Completion: New Jersey State Museum, Trenton, NJ",Notice,Interior Department; National Park Service,"The New Jersey State Museum has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the New Jersey State Museum. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-20305,https://www.federalregister.gov/documents/2017/09/22/2017-20305/notice-of-inventory-completion-new-jersey-state-museum-trenton-nj,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20305.pdf,09/22/2017
"Notice of Inventory Completion: Robbins Museum of Archaeology, Middleborough, MA",Notice,Interior Department; National Park Service,"The Robbins Museum of Archaeology has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Robbins Museum of Archaeology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-20297,https://www.federalregister.gov/documents/2017/09/22/2017-20297/notice-of-inventory-completion-robbins-museum-of-archaeology-middleborough-ma,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20297.pdf,09/22/2017
"Notice of Inventory Completion: Department of Anthropology, The University of Tulsa, Tulsa, OK",Notice,Interior Department; National Park Service,"The Department of Anthropology, The University of Tulsa, has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Department of Anthropology, The University of Tulsa. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-20301,https://www.federalregister.gov/documents/2017/09/22/2017-20301/notice-of-inventory-completion-department-of-anthropology-the-university-of-tulsa-tulsa-ok,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20301.pdf,09/22/2017
"Notice of Inventory Completion: Logan Museum of Anthropology, Beloit College, Beloit, WI",Notice,Interior Department; National Park Service,"The Logan Museum of Anthropology has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Logan Museum of Anthropology. If no additional requestors come forward, transfer of control of the human remains to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-20291,https://www.federalregister.gov/documents/2017/09/22/2017-20291/notice-of-inventory-completion-logan-museum-of-anthropology-beloit-college-beloit-wi,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20291.pdf,09/22/2017
"Notice of Inventory Completion: U.S. Army Corps of Engineers, Omaha District, Omaha, NE, and State Archaeological Research Center, Rapid City, SD",Notice,Interior Department; National Park Service,"The U.S. Army Corps of Engineers, Omaha District, has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and associated funerary objects and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the U.S. Army Corps of Engineers, Omaha District. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-20303,https://www.federalregister.gov/documents/2017/09/22/2017-20303/notice-of-inventory-completion-us-army-corps-of-engineers-omaha-district-omaha-ne-and-state,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20303.pdf,09/22/2017
"Notice of Inventory Completion: U.S. Department of Agriculture, Forest Service, Rogue River-Siskiyou National Forest, Medford, OR",Notice,Interior Department; National Park Service,"The U.S. Department of Agriculture (USDA), Forest Service, Rogue River-Siskiyou National Forest, has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Rogue River- Siskiyou National Forest. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-20293,https://www.federalregister.gov/documents/2017/09/22/2017-20293/notice-of-inventory-completion-us-department-of-agriculture-forest-service-rogue-river-siskiyou,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20293.pdf,09/22/2017
"Notice of Inventory Completion: Alabama Department of Transportation, Montgomery, AL",Notice,Interior Department; National Park Service,"The Alabama Department of Transportation has completed an inventory of human remains in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Alabama Department of Transportation. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-20302,https://www.federalregister.gov/documents/2017/09/22/2017-20302/notice-of-inventory-completion-alabama-department-of-transportation-montgomery-al,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20302.pdf,09/22/2017
"Notice of Inventory Completion: Luther Bean Museum, Adams State University, Alamosa, CO",Notice,Interior Department; National Park Service,"The Luther Bean Museum has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Luther Bean Museum. If no additional requestors come forward, transfer of control of the human remains to the Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-20306,https://www.federalregister.gov/documents/2017/09/22/2017-20306/notice-of-inventory-completion-luther-bean-museum-adams-state-university-alamosa-co,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20306.pdf,09/22/2017
"Notice of Inventory Completion: Kentucky Historical Society, Frankfort, KY",Notice,Interior Department; National Park Service,"The Kentucky Historical Society has completed an inventory of human remains in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian Tribes or Native Hawaiian organizations. Representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Kentucky Historical Society. If no additional requestors come forward, transfer of control of the human remains to the Indian Tribes or Native Hawaiian organizations stated in this notice may proceed.", 2017-20307,https://www.federalregister.gov/documents/2017/09/22/2017-20307/notice-of-inventory-completion-kentucky-historical-society-frankfort-ky,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20307.pdf,09/22/2017
"Notice of Inventory Completion: Robert S. Peabody Museum of Archaeology, Andover, MA",Notice,Interior Department; National Park Service,"The Robert S. Peabody Museum of Archaeology has completed an inventory of associated funerary objects, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the associated funerary objects and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these associated funerary objects should submit a written request to the Robert S. Peabody Museum of Archaeology. If no additional requestors come forward, transfer of control of the associated funerary objects to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-20298,https://www.federalregister.gov/documents/2017/09/22/2017-20298/notice-of-inventory-completion-robert-s-peabody-museum-of-archaeology-andover-ma,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20298.pdf,09/22/2017
"Notice of Inventory Completion: University of Massachusetts Amherst, Department of Anthropology, Amherst, MA; Correction; Correction",Notice,Interior Department; National Park Service,"The University of Massachusetts Amherst, Department of Anthropology has corrected an inventory of human remains and associated funerary objects published in a Notice of Inventory Completion in the Federal Register on September 10, 2014. This notice corrects the minimum number of individuals and number of associated funerary objects. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the University of Massachusetts Amherst, Department of Anthropology. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2014-29896,https://www.federalregister.gov/documents/2014/12/22/2014-29896/notice-of-inventory-completion-university-of-massachusetts-amherst-department-of-anthropology,https://www.govinfo.gov/content/pkg/FR-2014-12-22/pdf/2014-29896.pdf,12/22/2014
"Notice of Inventory Completion: Gettysburg Foundation, Gettysburg, PA",Notice,Interior Department; National Park Service,"The Gettysburg Foundation has completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Gettysburg Foundation. If no additional requestors come forward, transfer of control of the human remains Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2016-26979,https://www.federalregister.gov/documents/2016/11/09/2016-26979/notice-of-inventory-completion-gettysburg-foundation-gettysburg-pa,https://www.govinfo.gov/content/pkg/FR-2016-11-09/pdf/2016-26979.pdf,11/09/2016
"Notice of Inventory Completion: Lake County Discovery Museum, Wauconda, IL",Notice,Interior Department; National Park Service,"The Lake County Discovery Museum has completed an inventory of human remains and associated funerary object, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and has determined that there is no cultural affiliation between the human remains and associated funerary objects and any present-day Indian tribes or Native Hawaiian organizations. Representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Lake County Discovery Museum. If no additional requestors come forward, transfer of control of the human remains and associated funerary objects Indian tribes or Native Hawaiian organizations stated in this notice may proceed.", 2016-26978,https://www.federalregister.gov/documents/2016/11/09/2016-26978/notice-of-inventory-completion-lake-county-discovery-museum-wauconda-il,https://www.govinfo.gov/content/pkg/FR-2016-11-09/pdf/2016-26978.pdf,11/09/2016
"Notice of Inventory Completion: U.S. Fish and Wildlife Service, Alaska Region, Anchorage, AK",Notice,Interior Department; National Park Service,"The U.S. Fish and Wildlife Service, Alaska Region, (Alaska Region USFWS), has completed an inventory of human remains and associated funerary objects, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present- day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization, including Alaska Native Tribes, not identified in this notice that wish to request transfer of control of these human remains and associated funerary objects should submit a written request to the Alaska Region USFWS. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-18686,https://www.federalregister.gov/documents/2017/09/05/2017-18686/notice-of-inventory-completion-us-fish-and-wildlife-service-alaska-region-anchorage-ak,https://www.govinfo.gov/content/pkg/FR-2017-09-05/pdf/2017-18686.pdf,09/05/2017
"Notice of Inventory Completion: U.S. Department of the Interior, Bureau of Indian Affairs, Washington, DC, and Arizona State Museum, University of Arizona, Tucson, AZ",Notice,Interior Department; National Park Service,"The U.S. Department of the Interior, Bureau of Indian Affairs, and the Arizona State Museum, University of Arizona, have completed an inventory of human remains, in consultation with the appropriate Indian tribes or Native Hawaiian organizations, and have determined that there is a cultural affiliation between the human remains and present-day Indian tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the Bureau of Indian Affairs. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-18685,https://www.federalregister.gov/documents/2017/09/05/2017-18685/notice-of-inventory-completion-us-department-of-the-interior-bureau-of-indian-affairs-washington-dc,https://www.govinfo.gov/content/pkg/FR-2017-09-05/pdf/2017-18685.pdf,09/05/2017
"Notice of Inventory Completion: New Jersey State Museum, Trenton, NJ",Notice,Interior Department; National Park Service,"The New Jersey State Museum has completed an inventory of human remains, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, and has determined that there is a cultural affiliation between the human remains and present-day Indian Tribes or Native Hawaiian organizations. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to request transfer of control of these human remains should submit a written request to the New Jersey State Museum. If no additional requestors come forward, transfer of control of the human remains to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.", 2017-18682,https://www.federalregister.gov/documents/2017/09/05/2017-18682/notice-of-inventory-completion-new-jersey-state-museum-trenton-nj,https://www.govinfo.gov/content/pkg/FR-2017-09-05/pdf/2017-18682.pdf,09/05/2017
